iter	Logloss
338	0.06114657077
339	0.0611339966
340	0.06091770547
341	0.06063493277
342	0.06035798133
343	0.06012738509
344	0.06002148314
345	0.05986248965
346	0.05957043378
347	0.0592351263
348	0.05922443191
349	0.05900369214
350	0.05876491525
351	0.05858647341
352	0.0584929582
353	0.05840786068
354	0.05821312921
355	0.05798934099
356	0.05776230035
357	0.05756901868
358	0.05755947642
359	0.05735351033
360	0.05720354091
361	0.05675665354
362	0.05641683678
363	0.0563846544
364	0.05624618971
365	0.05610703595
366	0.05598612328
367	0.05586339697
368	0.05582613201
369	0.0556876177
370	0.05566031947
371	0.0556511686
372	0.05536944329
373	0.0551567243
374	0.05510275075
375	0.055014704
376	0.05479530379
377	0.05455353908
378	0.05449250943
379	0.05400737035
380	0.05393824274
381	0.05384299107
382	0.05379156432
383	0.05374455314
384	0.05363662808
385	0.0536303217
386	0.05345082145
387	0.05336382761
388	0.0532104404
389	0.05296714871
390	0.05262575535
391	0.05247058207
392	0.05219670114
393	0.0521233509
394	0.05190073686
395	0.05161734123
396	0.05159518071
397	0.05152649411
398	0.05142937368
399	0.05142054255
400	0.05110631513
401	0.05100703377
402	0.05071025915
403	0.05065739362
404	0.05063895959
405	0.05029001401
406	0.04994965702
407	0.04987016027
408	0.04967514766
409	0.04961161531
410	0.04947967199
411	0.04932143371
412	0.04931174813
413	0.04930292802
414	0.04917988198
415	0.04886139335
416	0.0487870729
417	0.04871861783
418	0.04869342539
419	0.04855652076
420	0.04852937687
421	0.04842609891
422	0.04815176594
423	0.04808289192
424	0.04807517432
425	0.04791563508
426	0.047749365
427	0.04769137278
428	0.04768351737
429	0.04758952808
430	0.04757059241
431	0.04738963133
432	0.0472348329
433	0.04713425057
434	0.04702705868
435	0.04677305056
436	0.04649806712
437	0.04632026474
438	0.04600214545
439	0.04570349655
440	0.0455310579
441	0.04546370258
442	0.04540594465
443	0.04515074581
444	0.04486970957
445	0.04481793001
446	0.04460540397
447	0.04434456302
448	0.04409222245
449	0.04403978138
450	0.04387188509
451	0.0438501325
452	0.0436624957
453	0.04358265717
454	0.04352795044
455	0.04326527105
456	0.04308219314
457	0.04293740278
458	0.04255901458
459	0.04240387713
460	0.04222945946
461	0.04183353027
462	0.04179085197
463	0.04161262512
464	0.04160625811
465	0.04139488419
466	0.04135325327
467	0.04122401386
468	0.04109164607
469	0.04106509479
470	0.04074155113
471	0.04052412441
472	0.04039698253
473	0.0403479317
474	0.04028887556
475	0.04026410208
476	0.04013514657
477	0.03999349561
478	0.03991815258
479	0.039873487
480	0.03979302004
481	0.03973305432
482	0.03972313997
483	0.03962391649
484	0.03957064855
485	0.03935468817
486	0.03925577891
487	0.0391884236
488	0.03918412104
489	0.03914206565
490	0.03895195096
491	0.03894719361
492	0.03888442199
493	0.03883415013
494	0.03881269245
495	0.03874726378
496	0.03864562305
497	0.03863963089
498	0.03858504268
499	0.03837587379
500	0.03826350835
501	0.03812617649
502	0.03809856128
503	0.03801535458
504	0.03794536701
505	0.03788282968
506	0.03787700565
507	0.03774845531
508	0.03772920818
509	0.03758006564
510	0.03747834222
511	0.0373912905
512	0.03730455851
513	0.03728209479
514	0.03716272839
515	0.0371323128
516	0.0370844637
517	0.03702991684
518	0.03685733486
519	0.03664232265
520	0.03646582675
521	0.0363976666
522	0.03639244344
523	0.03629836044
524	0.03626676791
525	0.03618213345
526	0.03617645826
527	0.03617305149
528	0.0359404404
529	0.03584104328
530	0.03572691107
531	0.03566953075
532	0.03556316574
533	0.03551064199
534	0.03546458448
535	0.0354055752
536	0.03530446642
537	0.03515147612
538	0.03504404443
539	0.03496600024
540	0.03495088478
541	0.03487042333
542	0.03472031885
543	0.03457302027
544	0.03446010909
545	0.03436827797
546	0.03427933268
547	0.03420308284
548	0.03401447032
549	0.03399443489
550	0.03382861683
551	0.03382440799
552	0.03381975813
553	0.03370804042
554	0.03361716574
555	0.03360373161
556	0.03359253834
557	0.03358845904
558	0.03354454316
559	0.03354072295
560	0.03350296462
561	0.03346682422
562	0.03335400124
563	0.03309986357
564	0.03306150712
565	0.03301815353
566	0.03300242893
567	0.03295883554
568	0.03281012849
569	0.03272433088
570	0.03270681745
571	0.03263432166
572	0.0324730184
573	0.03242295326
574	0.03241124456
575	0.03238890212
576	0.03210378658
577	0.03206327471
578	0.03199047574
579	0.03191061792
580	0.03167583763
581	0.03163756938
582	0.0315681248
583	0.03140081284
584	0.03134901675
585	0.03126942629
586	0.03123469711
587	0.03099234256
588	0.0309228649
589	0.03091805243
590	0.03079730238
591	0.03067947399
592	0.03065141777
593	0.03064769127
594	0.03054181413
595	0.03050985502
596	0.03050559931
597	0.03038590492
598	0.03038133776
599	0.03033502116
600	0.03019037412
601	0.03013287252
602	0.029989
603	0.02995858165
604	0.029954789
605	0.02991761775
606	0.02979754299
607	0.0297939488
608	0.02962697586
609	0.02956649196
610	0.02940986611
611	0.02936806982
612	0.02930736542
613	0.02927449397
614	0.02922012902
615	0.02921756568
616	0.02910902045
617	0.02901137358
618	0.02885245726
619	0.02879772848
620	0.02876333005
621	0.02867069685
622	0.02861627954
623	0.02856932899
624	0.02853881968
625	0.02853530818
626	0.02849765733
627	0.02849423403
628	0.02831889577
629	0.02829108486
630	0.02828773322
631	0.02824455327
632	0.02819589659
633	0.02813594741
634	0.02810334332
635	0.02800311105
636	0.02793960902
637	0.02793621328
638	0.02788236375
639	0.02786375057
640	0.02783525335
641	0.02782816694
642	0.02780107818
643	0.02770623995
644	0.02770623995
645	0.02763178169
646	0.027426976
647	0.0273665555
648	0.02728616296
649	0.02720162496
650	0.0271203449
651	0.02709029313
652	0.02706010907
653	0.02703802847
654	0.02703791822
655	0.02703485599
656	0.02702601659
657	0.02702033313
658	0.02695546123
659	0.02695540334
660	0.02692627769
661	0.02688787714
662	0.02662818556
663	0.02653444433
664	0.02640901136
665	0.02637015877
666	0.02626761949
667	0.0262372921
668	0.02621932388
669	0.02621637466
670	0.02618782782
671	0.02610142107
672	0.02593786317
673	0.02584717039
674	0.02580126173
675	0.02577996667
676	0.02562410156
677	0.02559115018
678	0.02553820748
679	0.02550215253
680	0.02549866307
681	0.0254201889
682	0.02526551726
683	0.02515839152
684	0.02514173254
685	0.02514109308
686	0.02508623752
687	0.02502239371
688	0.02499926573
689	0.02490024897
690	0.02489721155
691	0.02486260365
692	0.02474241863
693	0.02471695057
694	0.024709685
695	0.0246015918
696	0.02453834335
697	0.02453545477
698	0.02450076417
699	0.02447966758
700	0.02447409437
701	0.02447163576
702	0.02436207071
703	0.02435689165
704	0.02433483587
705	0.02430301457
706	0.0243003327
707	0.024298158
708	0.02428255467
709	0.02428003267
710	0.02418231413
711	0.02417614005
712	0.02417370074
713	0.0241505893
714	0.02412906272
715	0.02411527303
716	0.02401503524
717	0.02391934257
718	0.02382168742
719	0.02381929221
720	0.02378706849
721	0.02370420908
722	0.02368466151
723	0.02368213676
724	0.02366682009
725	0.02362623931
726	0.02360546244
727	0.02359137783
728	0.02351607064
729	0.02349764763
730	0.0234155269
731	0.02332392456
732	0.0233217967
733	0.02331964129
734	0.02330678598
735	0.02318884458
736	0.0229664979
737	0.02290074122
738	0.02288191994
739	0.02283704625
740	0.02280516018
741	0.02280288349
742	0.02277995534
743	0.02276228342
744	0.0226937057
745	0.02257093391
746	0.02250573263
747	0.02250359927
748	0.02245603545
749	0.02239320733
750	0.02230173453
751	0.0222774558
752	0.02225089349
753	0.02212179189
754	0.02212166511
755	0.02203216718
756	0.02197179353
757	0.02189077394
758	0.02188283308
759	0.02187807987
760	0.02187605262
761	0.0218543207
762	0.02177589064
763	0.02172002076
764	0.02165326218
765	0.02162100401
766	0.02160580448
767	0.02160080596
768	0.02154976371
769	0.02152812136
770	0.02152806486
771	0.02152814893
772	0.02152368512
773	0.02151017795
774	0.02149593486
775	0.0214831016
776	0.02145234698
777	0.02139649639
778	0.02135638695
779	0.02128364861
780	0.02126455169
781	0.02126256441
782	0.02126066257
783	0.02120819808
784	0.021158709
785	0.0211586401
786	0.02115690777
787	0.0211557708
788	0.0211214716
789	0.02110499454
790	0.02106868463
791	0.02104137674
792	0.02096664285
793	0.02095635365
794	0.0209438787
795	0.02088762708
796	0.02087523069
797	0.02081333695
798	0.02080165995
799	0.0208000999
800	0.02077412881
801	0.02071289658
802	0.02066636223
803	0.02063942231
804	0.02058656781
805	0.02057359673
806	0.02054929182
807	0.02050426792
808	0.02046875871
809	0.0204497059
810	0.02039572958
811	0.02034209643
812	0.0202927741
813	0.02027071969
814	0.02022903365
815	0.02022247645
816	0.02022070692
817	0.02021508685
818	0.02013971902
819	0.02009425411
820	0.02004015239
821	0.02002192784
822	0.0199914144
823	0.01995191133
824	0.01993510902
825	0.0198835417
826	0.01986778954
827	0.01977921497
828	0.0197228462
829	0.01965007754
830	0.01961530564
831	0.01959561475
832	0.01953862719
833	0.01951153706
834	0.01951032153
835	0.01948876739
836	0.01948876739
837	0.01948845042
838	0.01948522005
839	0.01946112048
840	0.01943778854
841	0.01942161329
842	0.01936333304
843	0.01935321058
844	0.01930577217
845	0.01926377881
846	0.01925936186
847	0.01922999917
848	0.0192134339
849	0.01918506898
850	0.01902597901
851	0.01895942853
852	0.01894500628
853	0.01891315466
854	0.01889148613
855	0.0188469873
856	0.01881635258
857	0.01873398792
858	0.01871835014
859	0.01865540488
860	0.01864562558
861	0.01862287797
862	0.0186003922
863	0.01859166443
864	0.01856500703
865	0.01852364072
866	0.01848481294
867	0.01839652778
868	0.01835688001
869	0.01831589131
870	0.01826237805
871	0.01824736871
872	0.01820944637
873	0.01820762998
874	0.01816625264
875	0.01812935978
876	0.0181287341
877	0.01811545984
878	0.01810124293
879	0.01810118918
880	0.01809996677
881	0.01808404096
882	0.01806915013
883	0.01802977799
884	0.01799257091
885	0.0179312932
886	0.01791412706
887	0.01789343288
888	0.0178059815
889	0.01777443583
890	0.01775181638
891	0.01773845116
892	0.01770455024
893	0.01768111356
894	0.01768028116
895	0.01764034398
896	0.0174960525
897	0.01746520555
898	0.01744499923
899	0.01739842492
900	0.01736201303
901	0.01734268321
902	0.01734086406
903	0.01734018188
904	0.01733855429
905	0.0172725468
906	0.01725005552
907	0.01721121259
908	0.01719499599
909	0.01717429905
910	0.01715576029
911	0.01715460127
912	0.01712101181
913	0.01709537423
914	0.01709406362
915	0.01709285361
916	0.01708497064
917	0.01706396362
918	0.01705246854
919	0.01703575994
920	0.01702157059
921	0.01696572276
922	0.01695453225
923	0.01691421195
924	0.01684919534
925	0.01683666389
926	0.01680508928
927	0.01680402949
928	0.01678680409
929	0.01671841517
930	0.01670718055
931	0.01668813325
932	0.01667653894
933	0.0166358741
934	0.0166240083
935	0.0166170914
936	0.01661607434
937	0.0166145694
938	0.01660613518
939	0.01652775748
940	0.01650416231
941	0.01650343327
942	0.01650204686
943	0.01647857572
944	0.01647059904
945	0.01644255385
946	0.0163929807
947	0.01635816194
948	0.01634623963
949	0.0162776178
950	0.01627756957
951	0.01627652356
952	0.01627651529
953	0.01626527654
954	0.01626529446
955	0.01625805094
956	0.01625657495
957	0.01624145398
958	0.01624025775
959	0.01619039381
960	0.01618926098
961	0.01617521633
962	0.01617518188
963	0.01617413036
964	0.01617411658
965	0.01617309262
966	0.01614352044
967	0.0161304088
968	0.01609787913
969	0.01607009028
970	0.01606463973
971	0.01603792444
972	0.01603719678
973	0.01602702885
974	0.01600641736
975	0.01599293086
976	0.01596190199
977	0.01596096072
978	0.01589325811
979	0.01588342369
980	0.01582730988
981	0.01579387615
982	0.0157893021
983	0.01578242241
984	0.01574054894
985	0.01569048931
986	0.01565120124
987	0.01564943722
988	0.01564942343
989	0.0156490913
990	0.01564860482
991	0.01564803978
992	0.01560984595
993	0.01560980736
994	0.01560292492
995	0.0155831789
996	0.01553915277
997	0.01552461889
998	0.01551176633
999	0.01551179114
